review,clean_review,tokens
i will say the tint is almost laughable but the way it makes my skin look is great. i use tinted sunscreens to combat the white cast of the zinc i wear daily i work outside so layers of sunscreen matter a lot to me but i cant say this one helps with that. its definitely tinted but not nearly enough.it does add a smoothed filter finish to my skin that makes me look almost pore less and everyone at work has been talking about how i appear to be glowing as of late. its certainly dewy finish so if you dont like that consider using a powder on top.its a great product overall and i do recommend if for the no makeup makeup look because its almost undetectable definitely going to buy more once i run out. ,say tint almost laughable way makes skin look great . use tinted sunscreens combat white cast zinc wear daily work outside layers sunscreen matter lot cant say one helps . definitely tinted not nearly enough.it add smoothed filter finish skin makes look almost pore less everyone work talking appear glowing late . certainly dewy finish dont like consider using powder top.its great product overall recommend no makeup makeup look almost undetectable definitely going buy run .,"['say', 'tint', 'almost', 'laughable', 'way', 'makes', 'skin', 'look', 'great', '.', 'use', 'tinted', 'sunscreens', 'combat', 'white', 'cast', 'zinc', 'wear', 'daily', 'work', 'outside', 'layers', 'sunscreen', 'matter', 'lot', 'cant', 'say', 'one', 'helps', '.', 'definitely', 'tinted', 'not', 'nearly', 'enough.it', 'add', 'smoothed', 'filter', 'finish', 'skin', 'makes', 'look', 'almost', 'pore', 'less', 'everyone', 'work', 'talking', 'appear', 'glowing', 'late', '.', 'certainly', 'dewy', 'finish', 'dont', 'like', 'consider', 'using', 'powder', 'top.its', 'great', 'product', 'overall', 'recommend', 'no', 'makeup', 'makeup', 'look', 'almost', 'undetectable', 'definitely', 'going', 'buy', 'run', '.']"
i like this tinted sunscreen better than the roche posay brand because it is not runny and the price is way more affordable.  because the australian gold lotion comes out of the tube more like a creme and less like a lotion i prefer to put a little moisturizer on first to help the creme spread a little easier.  australian gold does not clog my pores and it seems to really last all day. very nice tinted sunscreen.,like tinted sunscreen better roche posay brand not runny price way affordable . australian gold lotion comes tube like creme less like lotion prefer put little moisturizer first help creme spread little easier . australian gold not clog pores seems really last day . nice tinted sunscreen .,"['like', 'tinted', 'sunscreen', 'better', 'roche', 'posay', 'brand', 'not', 'runny', 'price', 'way', 'affordable', '.', 'australian', 'gold', 'lotion', 'comes', 'tube', 'like', 'creme', 'less', 'like', 'lotion', 'prefer', 'put', 'little', 'moisturizer', 'first', 'help', 'creme', 'spread', 'little', 'easier', '.', 'australian', 'gold', 'not', 'clog', 'pores', 'seems', 'really', 'last', 'day', '.', 'nice', 'tinted', 'sunscreen', '.']"
i have been using this for quite some time now. it is a light non greasy way of keeping my skin protected from the sun and at the same time adding some color to my pale skin. no blemishes no irritation. light and with decent coverage to double up as an everyday foundation. ,using quite time . light non greasy way keeping skin protected sun time adding color pale skin . no blemishes no irritation . light decent coverage double everyday foundation .,"['using', 'quite', 'time', '.', 'light', 'non', 'greasy', 'way', 'keeping', 'skin', 'protected', 'sun', 'time', 'adding', 'color', 'pale', 'skin', '.', 'no', 'blemishes', 'no', 'irritation', '.', 'light', 'decent', 'coverage', 'double', 'everyday', 'foundation', '.']"
i was very curious about this product because it is recommended by amazon and on numerous sites as a hg tinted mineral sunscreen. the price is incredibly affordable and the formula is amazing. but it didnt work out for me when searching for a mineral face sunscreen here on amazon this product was always popping up. i did see more reviews on my dad the chemist and angies hot and flashy utube video which piqued my interest. the research done by the company to claim its high spf and ppd rating they used european standards to test which is better than us. all around sterling protection factor spf 50 and ppd of 19.2 that is more than pa. i need sunscreen to protect my skin from hyperpigmentation and dark spots as i am entering my 5th decade and unhappy with the consequence of tanning beds and sunbathing in my youth. i am waging war with uv rays and im determined to win.the product is priced from 1016 which makes it very affordable considering its a generous 3 oz tube. its available here on amazon as well as us drugstores. it is made in us despite the name australian gold.the formula is ultra matte and not sticky at all. it blurs fine lines and wrinkles with the tint coverage enough to smooth complexion but not too heavy when applied thickly as sunscreens require 14 teaspoon for face alone. it is light as a feather and super easy to spread. it appears darker out of the tube but it lightens up upon application. dries in reasonable time approx 15 or less mins which is better than some formulas which take ages to dry and sticky at best. the color is neutral as i have a neutral undertone and medium i am mac nc 30 in the summer in the winter i am mac nw 25 as i get golden yellow when i tanits a unicorn of a product matte not greasy no white cast at all and works as a primer and gives a finished lowmaintenance makeup free kind of look. everything you would want in a mineral sunscreen for those who care about absorption of nasty chemicals that is cosmetically elegant and has high sun protective qualities.why did this not work for me it makes me look paperydry even with a few drops of squalene oil and hyaluronic essence cosrx as others had advised if you are not oily complexion. my face looks great until i smile or raise my eyebrows as the depth of the lines are accentuated with emotion. crows feet at sides of eyes multiply and deepen. tis ages me 10 years. if i have a stoic face it looks beautiful but as soon as i smile or frown or make any expression its creepy.in addition it is very difficult to remove. i am used to natural formulas with beeswax and those are hard to get off but this one is up there with japanese milk formulas. youre going to need to double cleanse with an oil or balm first i use jojoba or virgin coconut oil and then a regular foaming cleanser or bar soap on some kind of cloth or scrubber i use makeup eraser cloth or a micro fiber cloth. its too much for my sensitivethinning  50 year old skin can handle. pulling and tugging i am raw from the experience.if you have oily skin younger and at the beach or in a situation where things slide off your face as soon as you sweat this is for you. outdoor activities exercising or running in the summer heat or a day at the beach or amusement park this is for you. as a daily sunscreen its a bit tenacious of a formula. great product but with caveats,curious product recommended amazon numerous sites hg tinted mineral sunscreen . price incredibly affordable formula amazing . didnt work searching mineral face sunscreen amazon product always popping . see reviews dad chemist angies hot flashy utube video piqued interest . research done company claim high spf ppd rating used european standards test better us . around sterling protection factor spf 50 ppd 19.2 pa. need sunscreen protect skin hyperpigmentation dark spots entering 5th decade unhappy consequence tanning beds sunbathing youth . waging war uv rays im determined win.the product priced 1016 makes affordable considering generous 3 oz tube . available amazon well us drugstores . made us despite name australian gold.the formula ultra matte not sticky . blurs fine lines wrinkles tint coverage enough smooth complexion not heavy applied thickly sunscreens require 14 teaspoon face alone . light feather super easy spread . appears darker tube lightens upon application . dries reasonable time approx 15 less mins better formulas take ages dry sticky best . color neutral neutral undertone medium mac nc 30 summer winter mac nw 25 get golden yellow tanits unicorn product matte not greasy no white cast works primer gives finished lowmaintenance makeup free kind look . everything would want mineral sunscreen care absorption nasty chemicals cosmetically elegant high sun protective qualities.why not work makes look paperydry even drops squalene oil hyaluronic essence cosrx others advised not oily complexion . face looks great smile raise eyebrows depth lines accentuated emotion . crows feet sides eyes multiply deepen . tis ages 10 years . stoic face looks beautiful soon smile frown make expression creepy.in addition difficult remove . used natural formulas beeswax hard get one japanese milk formulas . youre going need double cleanse oil balm first use jojoba virgin coconut oil regular foaming cleanser bar soap kind cloth scrubber use makeup eraser cloth micro fiber cloth . much sensitivethinning 50 year old skin handle . pulling tugging raw experience.if oily skin younger beach situation things slide face soon sweat . outdoor activities exercising running summer heat day beach amusement park . daily sunscreen bit tenacious formula . great product caveats,"['curious', 'product', 'recommended', 'amazon', 'numerous', 'sites', 'hg', 'tinted', 'mineral', 'sunscreen', '.', 'price', 'incredibly', 'affordable', 'formula', 'amazing', '.', 'didnt', 'work', 'searching', 'mineral', 'face', 'sunscreen', 'amazon', 'product', 'always', 'popping', '.', 'see', 'reviews', 'dad', 'chemist', 'angies', 'hot', 'flashy', 'utube', 'video', 'piqued', 'interest', '.', 'research', 'done', 'company', 'claim', 'high', 'spf', 'ppd', 'rating', 'used', 'european', 'standards', 'test', 'better', 'us', '.', 'around', 'sterling', 'protection', 'factor', 'spf', '50', 'ppd', '19.2', 'pa.', 'need', 'sunscreen', 'protect', 'skin', 'hyperpigmentation', 'dark', 'spots', 'entering', '5th', 'decade', 'unhappy', 'consequence', 'tanning', 'beds', 'sunbathing', 'youth', '.', 'waging', 'war', 'uv', 'rays', 'im', 'determined', 'win.the', 'product', 'priced', '1016', 'makes', 'affordable', 'considering', 'generous', '3', 'oz', 'tube', '.', 'available', 'amazon', 'well', 'us', 'drugstores', '.', 'made', 'us', 'despite', 'name', 'australian', 'gold.the', 'formula', 'ultra', 'matte', 'not', 'sticky', '.', 'blurs', 'fine', 'lines', 'wrinkles', 'tint', 'coverage', 'enough', 'smooth', 'complexion', 'not', 'heavy', 'applied', 'thickly', 'sunscreens', 'require', '14', 'teaspoon', 'face', 'alone', '.', 'light', 'feather', 'super', 'easy', 'spread', '.', 'appears', 'darker', 'tube', 'lightens', 'upon', 'application', '.', 'dries', 'reasonable', 'time', 'approx', '15', 'less', 'mins', 'better', 'formulas', 'take', 'ages', 'dry', 'sticky', 'best', '.', 'color', 'neutral', 'neutral', 'undertone', 'medium', 'mac', 'nc', '30', 'summer', 'winter', 'mac', 'nw', '25', 'get', 'golden', 'yellow', 'tanits', 'unicorn', 'product', 'matte', 'not', 'greasy', 'no', 'white', 'cast', 'works', 'primer', 'gives', 'finished', 'lowmaintenance', 'makeup', 'free', 'kind', 'look', '.', 'everything', 'would', 'want', 'mineral', 'sunscreen', 'care', 'absorption', 'nasty', 'chemicals', 'cosmetically', 'elegant', 'high', 'sun', 'protective', 'qualities.why', 'not', 'work', 'makes', 'look', 'paperydry', 'even', 'drops', 'squalene', 'oil', 'hyaluronic', 'essence', 'cosrx', 'others', 'advised', 'not', 'oily', 'complexion', '.', 'face', 'looks', 'great', 'smile', 'raise', 'eyebrows', 'depth', 'lines', 'accentuated', 'emotion', '.', 'crows', 'feet', 'sides', 'eyes', 'multiply', 'deepen', '.', 'tis', 'ages', '10', 'years', '.', 'stoic', 'face', 'looks', 'beautiful', 'soon', 'smile', 'frown', 'make', 'expression', 'creepy.in', 'addition', 'difficult', 'remove', '.', 'used', 'natural', 'formulas', 'beeswax', 'hard', 'get', 'one', 'japanese', 'milk', 'formulas', '.', 'youre', 'going', 'need', 'double', 'cleanse', 'oil', 'balm', 'first', 'use', 'jojoba', 'virgin', 'coconut', 'oil', 'regular', 'foaming', 'cleanser', 'bar', 'soap', 'kind', 'cloth', 'scrubber', 'use', 'makeup', 'eraser', 'cloth', 'micro', 'fiber', 'cloth', '.', 'much', 'sensitivethinning', '50', 'year', 'old', 'skin', 'handle', '.', 'pulling', 'tugging', 'raw', 'experience.if', 'oily', 'skin', 'younger', 'beach', 'situation', 'things', 'slide', 'face', 'soon', 'sweat', '.', 'outdoor', 'activities', 'exercising', 'running', 'summer', 'heat', 'day', 'beach', 'amusement', 'park', '.', 'daily', 'sunscreen', 'bit', 'tenacious', 'formula', '.', 'great', 'product', 'caveats']"
australian gold is a great sunscreen also moisturizing shea butter without dripping in the texas heat.  the tint puts a wonderful finish on my face and i also use it on my hands and forearms.  a wonderful product. ,australian gold great sunscreen also moisturizing shea butter without dripping texas heat . tint puts wonderful finish face also use hands forearms . wonderful product .,"['australian', 'gold', 'great', 'sunscreen', 'also', 'moisturizing', 'shea', 'butter', 'without', 'dripping', 'texas', 'heat', '.', 'tint', 'puts', 'wonderful', 'finish', 'face', 'also', 'use', 'hands', 'forearms', '.', 'wonderful', 'product', '.']"
last time we took a cruise through the caribbean we burnt that first time we laid out in the sun. this time around i read reviews but was also looking for a sunscreen that was approved for certain places in the caribbean due to the ingredients. i saw sun bum recommended by a cruiser on our facebook group so we purchased to give it a try.we are not sun worshippers so we only needed a sunscreen that could keep us from burning in about 1 1.5 hours of sun time. this was fantastic for that without having to reapply also the smell was great. i dont love many sunscreen smells out there but this was definitely pleasant. we used it regularly on our 7day cruise and still brought some home. we spent time in the sun probably 5 of those 7 days and didnt burn at all. highly recommend and will definitely purchase again both for cruising and the summertime at our local pool which is nowhere near the strength of the sun in the caribbean. worked well  no sunburns,last time took cruise caribbean burnt first time laid sun . time around read reviews also looking sunscreen approved certain places caribbean due ingredients . saw sun bum recommended cruiser facebook group purchased give try.we not sun worshippers needed sunscreen could keep us burning 1 1.5 hours sun time . fantastic without reapply also smell great . dont love many sunscreen smells definitely pleasant . used regularly 7day cruise still brought home . spent time sun probably 5 7 days didnt burn . highly recommend definitely purchase cruising summertime local pool nowhere near strength sun caribbean . worked well no sunburns,"['last', 'time', 'took', 'cruise', 'caribbean', 'burnt', 'first', 'time', 'laid', 'sun', '.', 'time', 'around', 'read', 'reviews', 'also', 'looking', 'sunscreen', 'approved', 'certain', 'places', 'caribbean', 'due', 'ingredients', '.', 'saw', 'sun', 'bum', 'recommended', 'cruiser', 'facebook', 'group', 'purchased', 'give', 'try.we', 'not', 'sun', 'worshippers', 'needed', 'sunscreen', 'could', 'keep', 'us', 'burning', '1', '1.5', 'hours', 'sun', 'time', '.', 'fantastic', 'without', 'reapply', 'also', 'smell', 'great', '.', 'dont', 'love', 'many', 'sunscreen', 'smells', 'definitely', 'pleasant', '.', 'used', 'regularly', '7day', 'cruise', 'still', 'brought', 'home', '.', 'spent', 'time', 'sun', 'probably', '5', '7', 'days', 'didnt', 'burn', '.', 'highly', 'recommend', 'definitely', 'purchase', 'cruising', 'summertime', 'local', 'pool', 'nowhere', 'near', 'strength', 'sun', 'caribbean', '.', 'worked', 'well', 'no', 'sunburns']"
the product works great. we had zero issues with it running into the eyes and burning as long as you let it soak in for 1015 minutes before getting it wet. one of my kids said it burned his eyes but that was after he went straight into the water. let it soak in before getting wet,product works great . zero issues running eyes burning long let soak 1015 minutes getting wet . one kids said burned eyes went straight water . let soak getting wet,"['product', 'works', 'great', '.', 'zero', 'issues', 'running', 'eyes', 'burning', 'long', 'let', 'soak', '1015', 'minutes', 'getting', 'wet', '.', 'one', 'kids', 'said', 'burned', 'eyes', 'went', 'straight', 'water', '.', 'let', 'soak', 'getting', 'wet']"
sun bum is my go to brand.  one of my favorite sun screens.  not sticky.  doesnt required lots of rubbing to apply.  good smell. any reef safe  its hawaii act 104 compliant so my son doesnt bitch at me for using.  my favorite and reef safe,sun bum go brand . one favorite sun screens . not sticky . doesnt required lots rubbing apply . good smell . reef safe hawaii act 104 compliant son doesnt bitch using . favorite reef safe,"['sun', 'bum', 'go', 'brand', '.', 'one', 'favorite', 'sun', 'screens', '.', 'not', 'sticky', '.', 'doesnt', 'required', 'lots', 'rubbing', 'apply', '.', 'good', 'smell', '.', 'reef', 'safe', 'hawaii', 'act', '104', 'compliant', 'son', 'doesnt', 'bitch', 'using', '.', 'favorite', 'reef', 'safe']"
this is my goto sunscreen. the smell is nonoffensive the sunscreen rubs in well without feeling oily or greasy and ive never had any issue with leakage. ,goto sunscreen . smell nonoffensive sunscreen rubs well without feeling oily greasy ive never issue leakage .,"['goto', 'sunscreen', '.', 'smell', 'nonoffensive', 'sunscreen', 'rubs', 'well', 'without', 'feeling', 'oily', 'greasy', 'ive', 'never', 'issue', 'leakage', '.']"
ultimately i was looking for a uva and uvb blocking product that would last and not leave an oily sheen.  this does seem a bit oily when applied but that goes away.  regarding effectiveness there is really no way to know how well any sunscreen is working but i trust the brand and will continue to use it. ,ultimately looking uva uvb blocking product would last not leave oily sheen . seem bit oily applied goes away . regarding effectiveness really no way know well sunscreen working trust brand continue use .,"['ultimately', 'looking', 'uva', 'uvb', 'blocking', 'product', 'would', 'last', 'not', 'leave', 'oily', 'sheen', '.', 'seem', 'bit', 'oily', 'applied', 'goes', 'away', '.', 'regarding', 'effectiveness', 'really', 'no', 'way', 'know', 'well', 'sunscreen', 'working', 'trust', 'brand', 'continue', 'use', '.']"
i really like this sunscreen. i was looking for reefsafe sunscreen and although mineral sunscreen is harder to rub in it worked great. i was able to use it in hawaii and jamaica and never once burned and i always burn. ,really like sunscreen . looking reefsafe sunscreen although mineral sunscreen harder rub worked great . able use hawaii jamaica never burned always burn .,"['really', 'like', 'sunscreen', '.', 'looking', 'reefsafe', 'sunscreen', 'although', 'mineral', 'sunscreen', 'harder', 'rub', 'worked', 'great', '.', 'able', 'use', 'hawaii', 'jamaica', 'never', 'burned', 'always', 'burn', '.']"
im not sure this is really reef safe but it smells good and seems to do what its supposed to. im in the sun and ocean every week and havent had any sun burns. ,im not sure really reef safe smells good seems supposed . im sun ocean every week havent sun burns .,"['im', 'not', 'sure', 'really', 'reef', 'safe', 'smells', 'good', 'seems', 'supposed', '.', 'im', 'sun', 'ocean', 'every', 'week', 'havent', 'sun', 'burns', '.']"
have not used it yet.will use it on my cruise ,not used yet.will use cruise,"['not', 'used', 'yet.will', 'use', 'cruise']"
great item at a great price. thank you will definitely order again. more power and god bless ,great item great price . thank definitely order . power god bless,"['great', 'item', 'great', 'price', '.', 'thank', 'definitely', 'order', '.', 'power', 'god', 'bless']"
i have been using sun bum original spf 50 sunscreen face lotion for over a year and i cannot recommend it enough. this sunscreen is fantastic for sensitive skin it does not cause any irritation or breakouts which is a common concern for many people. the formula is lightweight and absorbs quickly providing excellent protection against harmful uv rays without feeling greasy or heavy on the skin.additionally i appreciate its pleasant scent which enhances the overall experience of applying sunscreen. i feel confident knowing that my skin is wellprotected while enjoying outdoor activities. sun bum has truly become a staple in my skincare routine. if you have sensitive skin and are looking for a reliable sunscreen look no further perfect sunscreen for sensitive skin,using sun bum original spf 50 sunscreen face lotion year not recommend enough . sunscreen fantastic sensitive skin not cause irritation breakouts common concern many people . formula lightweight absorbs quickly providing excellent protection harmful uv rays without feeling greasy heavy skin.additionally appreciate pleasant scent enhances overall experience applying sunscreen . feel confident knowing skin wellprotected enjoying outdoor activities . sun bum truly become staple skincare routine . sensitive skin looking reliable sunscreen look no perfect sunscreen sensitive skin,"['using', 'sun', 'bum', 'original', 'spf', '50', 'sunscreen', 'face', 'lotion', 'year', 'not', 'recommend', 'enough', '.', 'sunscreen', 'fantastic', 'sensitive', 'skin', 'not', 'cause', 'irritation', 'breakouts', 'common', 'concern', 'many', 'people', '.', 'formula', 'lightweight', 'absorbs', 'quickly', 'providing', 'excellent', 'protection', 'harmful', 'uv', 'rays', 'without', 'feeling', 'greasy', 'heavy', 'skin.additionally', 'appreciate', 'pleasant', 'scent', 'enhances', 'overall', 'experience', 'applying', 'sunscreen', '.', 'feel', 'confident', 'knowing', 'skin', 'wellprotected', 'enjoying', 'outdoor', 'activities', '.', 'sun', 'bum', 'truly', 'become', 'staple', 'skincare', 'routine', '.', 'sensitive', 'skin', 'looking', 'reliable', 'sunscreen', 'look', 'no', 'perfect', 'sunscreen', 'sensitive', 'skin']"
i am dark skin and this suncream doesnt give a white cast when rubbed into the skin. it didnt cause me to break out recently started using  will monitor progress. additionally it doesnt run on my face as other sunscreen.it is more on the watery side when squeezed out however when applied to skin its thick but doesnt clog the pores.it gets the job done and doesnt dry out my skin. ,dark skin suncream doesnt give white cast rubbed skin . didnt cause break recently started using monitor progress . additionally doesnt run face sunscreen.it watery side squeezed however applied skin thick doesnt clog pores.it gets job done doesnt dry skin .,"['dark', 'skin', 'suncream', 'doesnt', 'give', 'white', 'cast', 'rubbed', 'skin', '.', 'didnt', 'cause', 'break', 'recently', 'started', 'using', 'monitor', 'progress', '.', 'additionally', 'doesnt', 'run', 'face', 'sunscreen.it', 'watery', 'side', 'squeezed', 'however', 'applied', 'skin', 'thick', 'doesnt', 'clog', 'pores.it', 'gets', 'job', 'done', 'doesnt', 'dry', 'skin', '.']"
i ordered this item and the first one that came in i had to return it because it made my face sweat profusely i forgot i had ordered it and returned it lol so i ordered it again haha and this one left my face smooth with no residue and most importantly no sweat idk what was wrong with the first one but i am in love with this sunscreen feel very protected ,ordered item first one came return made face sweat profusely forgot ordered returned lol ordered haha one left face smooth no residue importantly no sweat idk wrong first one love sunscreen feel protected,"['ordered', 'item', 'first', 'one', 'came', 'return', 'made', 'face', 'sweat', 'profusely', 'forgot', 'ordered', 'returned', 'lol', 'ordered', 'haha', 'one', 'left', 'face', 'smooth', 'no', 'residue', 'importantly', 'no', 'sweat', 'idk', 'wrong', 'first', 'one', 'love', 'sunscreen', 'feel', 'protected']"
it feels good on the face. ,feels good face .,"['feels', 'good', 'face', '.']"
best sunscreen i have use. i use it everyday just before i go to my classes. ,best sunscreen use . use everyday go classes .,"['best', 'sunscreen', 'use', '.', 'use', 'everyday', 'go', 'classes', '.']"
doesnt leave my face greasy and works ,doesnt leave face greasy works,"['doesnt', 'leave', 'face', 'greasy', 'works']"
i enjoy using this sunscreen because of its clean ingredients. however the white cast can be reduced by applying little at a time great but beware of white cast,enjoy using sunscreen clean ingredients . however white cast reduced applying little time great beware white cast,"['enjoy', 'using', 'sunscreen', 'clean', 'ingredients', '.', 'however', 'white', 'cast', 'reduced', 'applying', 'little', 'time', 'great', 'beware', 'white', 'cast']"
goes on smoothly nice to know im not spreading bad chemicals all over my skin ,goes smoothly nice know im not spreading bad chemicals skin,"['goes', 'smoothly', 'nice', 'know', 'im', 'not', 'spreading', 'bad', 'chemicals', 'skin']"
if youre wondering what scent this product has its subway. if you or someone you know was ever a sandwich artist you know what im talking about lol besides the scent this product is great. a little greasy but arent they all. does what its supposed to do,youre wondering scent product subway . someone know ever sandwich artist know im talking lol besides scent product great . little greasy arent . supposed,"['youre', 'wondering', 'scent', 'product', 'subway', '.', 'someone', 'know', 'ever', 'sandwich', 'artist', 'know', 'im', 'talking', 'lol', 'besides', 'scent', 'product', 'great', '.', 'little', 'greasy', 'arent', '.', 'supposed']"
this spf has ingredients that are safe and nonhazardous ,spf ingredients safe nonhazardous,"['spf', 'ingredients', 'safe', 'nonhazardous']"
smells bad but other than that its good. ,smells bad good .,"['smells', 'bad', 'good', '.']"
this is good non toxic sunscreen. no white cast for me but im super pale so i might not be the best test case. has a slight scent that isnt particularly great but not oily and scent fades quickly. really great safe sunscreen,good non toxic sunscreen . no white cast im super pale might not best test case . slight scent isnt particularly great not oily scent fades quickly . really great safe sunscreen,"['good', 'non', 'toxic', 'sunscreen', '.', 'no', 'white', 'cast', 'im', 'super', 'pale', 'might', 'not', 'best', 'test', 'case', '.', 'slight', 'scent', 'isnt', 'particularly', 'great', 'not', 'oily', 'scent', 'fades', 'quickly', '.', 'really', 'great', 'safe', 'sunscreen']"
i bought this thinking it could be used for the face but its too thick leaves a greasy feel. it would be good for the beach not meant for face,bought thinking could used face thick leaves greasy feel . would good beach not meant face,"['bought', 'thinking', 'could', 'used', 'face', 'thick', 'leaves', 'greasy', 'feel', '.', 'would', 'good', 'beach', 'not', 'meant', 'face']"
