review,clean_review,tokens
i definitely highly recommend this product i used it how it was instructed on the label and i literally started to see a difference within a week with my breakouts. also took the redness down a lot from the breakouts if i did have one that i woke up with and i put it on within an hour it would and if the pimple was swollen at all it took it down a lot too and would clear up in  a day .another plus it has made my skin sooo soft  smooth too which is a total plus i also used it with their other product the bye bye lines. i do recommend using the products together like pairing them . i think that it worked really well together and i am super stoked to try some more of their products ,definitely highly recommend product used instructed label literally started see difference within week breakouts . also took redness lot breakouts one woke put within hour would pimple swollen took lot would clear day .another plus made skin sooo soft smooth total plus also used product bye bye lines . recommend using products together like pairing . think worked really well together super stoked try products,"['definitely', 'highly', 'recommend', 'product', 'used', 'instructed', 'label', 'literally', 'started', 'see', 'difference', 'within', 'week', 'breakouts', '.', 'also', 'took', 'redness', 'lot', 'breakouts', 'one', 'woke', 'put', 'within', 'hour', 'would', 'pimple', 'swollen', 'took', 'lot', 'would', 'clear', 'day', '.another', 'plus', 'made', 'skin', 'sooo', 'soft', 'smooth', 'total', 'plus', 'also', 'used', 'product', 'bye', 'bye', 'lines', '.', 'recommend', 'using', 'products', 'together', 'like', 'pairing', '.', 'think', 'worked', 'really', 'well', 'together', 'super', 'stoked', 'try', 'products']"
use this for your breakouts they will be gone in no time dr. sandra lee product. she knows her stuff ,use breakouts gone no time dr. sandra lee product . knows stuff,"['use', 'breakouts', 'gone', 'no', 'time', 'dr.', 'sandra', 'lee', 'product', '.', 'knows', 'stuff']"
i use this is the morning with vitamin c sunscreen and makeup. i believe it is really helpful. ,use morning vitamin c sunscreen makeup . believe really helpful .,"['use', 'morning', 'vitamin', 'c', 'sunscreen', 'makeup', '.', 'believe', 'really', 'helpful', '.']"
three serums in one bottle perfect  great for older women,three serums one bottle perfect great older women,"['three', 'serums', 'one', 'bottle', 'perfect', 'great', 'older', 'women']"
this serum makes my skin glow. my skin is glowing,serum makes skin glow . skin glowing,"['serum', 'makes', 'skin', 'glow', '.', 'skin', 'glowing']"
it was greasy and started causing my skin to break out like i was having second puberty after a week. after about 2 weeks it made my skin flare up so i had to stop using it. i gave it to someone else thinking it has something to do with my skin type but the same thing happened to her. ,greasy started causing skin break like second puberty week . 2 weeks made skin flare stop using . gave someone else thinking something skin type thing happened .,"['greasy', 'started', 'causing', 'skin', 'break', 'like', 'second', 'puberty', 'week', '.', '2', 'weeks', 'made', 'skin', 'flare', 'stop', 'using', '.', 'gave', 'someone', 'else', 'thinking', 'something', 'skin', 'type', 'thing', 'happened', '.']"
this product makes my skin feel soft. i dont expect miracles from a serum but i like this product so far. ,product makes skin feel soft . dont expect miracles serum like product far .,"['product', 'makes', 'skin', 'feel', 'soft', '.', 'dont', 'expect', 'miracles', 'serum', 'like', 'product', 'far', '.']"
i know this is a classic brand with many years of research and quality but when you look at the true ingredients of this product it is truly so overpriced for what it can do. you are certainly paying for the brand and the nice packaging but the amount of product and what it is made of does not equal what they charge. people need to be aware of these things because there are so many options out there. ,know classic brand many years research quality look true ingredients product truly overpriced . certainly paying brand nice packaging amount product made not equal charge . people need aware things many options .,"['know', 'classic', 'brand', 'many', 'years', 'research', 'quality', 'look', 'true', 'ingredients', 'product', 'truly', 'overpriced', '.', 'certainly', 'paying', 'brand', 'nice', 'packaging', 'amount', 'product', 'made', 'not', 'equal', 'charge', '.', 'people', 'need', 'aware', 'things', 'many', 'options', '.']"
this product had all the good beauty buzzwords its just packaged in a terrible dispenser. keeping the three ingredients separated must be a thing but the style of the bottle and pump make it tough to dispense. the box and the bottle are obviously real lancome but i was shocked there was no instruction flyer inside which makes it seem like a rushed distribution. the product certainly smells like lancome and i wish they would go easy on the fragrance. and the bottle is so large and cumbersome but it felt empty even fresh out of the box. it took me three or four pumps to get all three products to come out and its impossible to tell if its almost empty which is annoying for knowing when to replace the bottle.as for effectiveness i have to say this is the worst part about my experience. i thought this was an allover serum but now i wonder if it is an eye serum. ive been using it on my dcolletage and neck and it feels nice going on though a bit sticky and tacky at first. it does settle in fine and ive had no redness or irritation from it. but there has been no earthshattering visible results and it takes a bit to absorb completely. i wouldnt say its worthless but the price is a bit high and im not seeing a big difference after using it for a few weeks. if youre not using a serum this one seems gentle enough to start with and it layers under moisturizer just fine. for my use on my neck i dont find a lot of glow or skin brightness happening but its not hurting either so it might be great for someone else. i am going to switch to using it as an eye serum and see if it helps with other issues like fine lines. for your neck or dcolletage its just ok and youll want to add more moisture for mature skin. terrible pump design not clear what its for,product good beauty buzzwords packaged terrible dispenser . keeping three ingredients separated must thing style bottle pump make tough dispense . box bottle obviously real lancome shocked no instruction flyer inside makes seem like rushed distribution . product certainly smells like lancome wish would go easy fragrance . bottle large cumbersome felt empty even fresh box . took three four pumps get three products come impossible tell almost empty annoying knowing replace bottle.as effectiveness say worst part experience . thought allover serum wonder eye serum . ive using dcolletage neck feels nice going though bit sticky tacky first . settle fine ive no redness irritation . no earthshattering visible results takes bit absorb completely . wouldnt say worthless price bit high im not seeing big difference using weeks . youre not using serum one seems gentle enough start layers moisturizer fine . use neck dont find lot glow skin brightness happening not hurting either might great someone else . going switch using eye serum see helps issues like fine lines . neck dcolletage ok youll want add moisture mature skin . terrible pump design not clear,"['product', 'good', 'beauty', 'buzzwords', 'packaged', 'terrible', 'dispenser', '.', 'keeping', 'three', 'ingredients', 'separated', 'must', 'thing', 'style', 'bottle', 'pump', 'make', 'tough', 'dispense', '.', 'box', 'bottle', 'obviously', 'real', 'lancome', 'shocked', 'no', 'instruction', 'flyer', 'inside', 'makes', 'seem', 'like', 'rushed', 'distribution', '.', 'product', 'certainly', 'smells', 'like', 'lancome', 'wish', 'would', 'go', 'easy', 'fragrance', '.', 'bottle', 'large', 'cumbersome', 'felt', 'empty', 'even', 'fresh', 'box', '.', 'took', 'three', 'four', 'pumps', 'get', 'three', 'products', 'come', 'impossible', 'tell', 'almost', 'empty', 'annoying', 'knowing', 'replace', 'bottle.as', 'effectiveness', 'say', 'worst', 'part', 'experience', '.', 'thought', 'allover', 'serum', 'wonder', 'eye', 'serum', '.', 'ive', 'using', 'dcolletage', 'neck', 'feels', 'nice', 'going', 'though', 'bit', 'sticky', 'tacky', 'first', '.', 'settle', 'fine', 'ive', 'no', 'redness', 'irritation', '.', 'no', 'earthshattering', 'visible', 'results', 'takes', 'bit', 'absorb', 'completely', '.', 'wouldnt', 'say', 'worthless', 'price', 'bit', 'high', 'im', 'not', 'seeing', 'big', 'difference', 'using', 'weeks', '.', 'youre', 'not', 'using', 'serum', 'one', 'seems', 'gentle', 'enough', 'start', 'layers', 'moisturizer', 'fine', '.', 'use', 'neck', 'dont', 'find', 'lot', 'glow', 'skin', 'brightness', 'happening', 'not', 'hurting', 'either', 'might', 'great', 'someone', 'else', '.', 'going', 'switch', 'using', 'eye', 'serum', 'see', 'helps', 'issues', 'like', 'fine', 'lines', '.', 'neck', 'dcolletage', 'ok', 'youll', 'want', 'add', 'moisture', 'mature', 'skin', '.', 'terrible', 'pump', 'design', 'not', 'clear']"
my review is for the lancme rnergie h.c.f. triple serum  hyaluronic acid serum for visible correction of anti aging signs  dark spots  with vitamin c niacinamide  ferulic acid 0.67 fl ozi have quite sensitive skin and so im generally cautious when trying new products like this though not severe enough that i first patch test. im happy to report that i did not experience any redness or irritation during or after using this.this is a product i actually look forward to using at night before bed it feels very luxurious on. there is a subtle scent that is unremarkable.its not greasy and does not cause breakouts for me.the bottle design actually looks nice but in the hand it does feel super cheapplasticy.bottom line i would purchase again but probably only when its a b1g1 or other promotion since its quite expensive truly wonderful product and im picky w expensive beauty products,review lancme rnergie h.c.f . triple serum hyaluronic acid serum visible correction anti aging signs dark spots vitamin c niacinamide ferulic acid 0.67 fl ozi quite sensitive skin im generally cautious trying new products like though not severe enough first patch test . im happy report not experience redness irritation using this.this product actually look forward using night bed feels luxurious . subtle scent unremarkable.its not greasy not cause breakouts me.the bottle design actually looks nice hand feel super cheapplasticy.bottom line would purchase probably b1g1 promotion since quite expensive truly wonderful product im picky w expensive beauty products,"['review', 'lancme', 'rnergie', 'h.c.f', '.', 'triple', 'serum', 'hyaluronic', 'acid', 'serum', 'visible', 'correction', 'anti', 'aging', 'signs', 'dark', 'spots', 'vitamin', 'c', 'niacinamide', 'ferulic', 'acid', '0.67', 'fl', 'ozi', 'quite', 'sensitive', 'skin', 'im', 'generally', 'cautious', 'trying', 'new', 'products', 'like', 'though', 'not', 'severe', 'enough', 'first', 'patch', 'test', '.', 'im', 'happy', 'report', 'not', 'experience', 'redness', 'irritation', 'using', 'this.this', 'product', 'actually', 'look', 'forward', 'using', 'night', 'bed', 'feels', 'luxurious', '.', 'subtle', 'scent', 'unremarkable.its', 'not', 'greasy', 'not', 'cause', 'breakouts', 'me.the', 'bottle', 'design', 'actually', 'looks', 'nice', 'hand', 'feel', 'super', 'cheapplasticy.bottom', 'line', 'would', 'purchase', 'probably', 'b1g1', 'promotion', 'since', 'quite', 'expensive', 'truly', 'wonderful', 'product', 'im', 'picky', 'w', 'expensive', 'beauty', 'products']"
i love the murad skincare line.  skin feels nourished and soft the serums lotions and creams absorb quickly and feel soothing as theyre massaged into the face and neck.  my skin is super sensitive especially to retinol products the murad line goes on easy without any issuesirritability. a musthave for a regular nighttime routine.,love murad skincare line . skin feels nourished soft serums lotions creams absorb quickly feel soothing theyre massaged face neck . skin super sensitive especially retinol products murad line goes easy without issuesirritability . musthave regular nighttime routine .,"['love', 'murad', 'skincare', 'line', '.', 'skin', 'feels', 'nourished', 'soft', 'serums', 'lotions', 'creams', 'absorb', 'quickly', 'feel', 'soothing', 'theyre', 'massaged', 'face', 'neck', '.', 'skin', 'super', 'sensitive', 'especially', 'retinol', 'products', 'murad', 'line', 'goes', 'easy', 'without', 'issuesirritability', '.', 'musthave', 'regular', 'nighttime', 'routine', '.']"
i have used the third bottle. i dont know if it is good or not but when i wake up and wash my face i can feel that my skin is smooth. ,used third bottle . dont know good not wake wash face feel skin smooth .,"['used', 'third', 'bottle', '.', 'dont', 'know', 'good', 'not', 'wake', 'wash', 'face', 'feel', 'skin', 'smooth', '.']"
very pleased that product is light weight. lessens wrinkles and i really do get compliments all the time  thank you ,pleased product light weight . lessens wrinkles really get compliments time thank,"['pleased', 'product', 'light', 'weight', '.', 'lessens', 'wrinkles', 'really', 'get', 'compliments', 'time', 'thank']"
dispenses easy and absorbs easily. good product ,dispenses easy absorbs easily . good product,"['dispenses', 'easy', 'absorbs', 'easily', '.', 'good', 'product']"
this has not helped me using twice a day for two months. i want to cancel subscription now i want to cancel now,not helped using twice day two months . want cancel subscription want cancel,"['not', 'helped', 'using', 'twice', 'day', 'two', 'months', '.', 'want', 'cancel', 'subscription', 'want', 'cancel']"
the smell is really really bad. i cant get past it and couldnt use after a second time. ,smell really really bad . cant get past couldnt use second time .,"['smell', 'really', 'really', 'bad', '.', 'cant', 'get', 'past', 'couldnt', 'use', 'second', 'time', '.']"
i love the scent of this face serum. it moisturizes my face nicely and my skin absorbs it well. i would use it more but i dont like having to put sunscreen on which i think you need to do because of the retinol so i only use it at night. ,love scent face serum . moisturizes face nicely skin absorbs well . would use dont like put sunscreen think need retinol use night .,"['love', 'scent', 'face', 'serum', '.', 'moisturizes', 'face', 'nicely', 'skin', 'absorbs', 'well', '.', 'would', 'use', 'dont', 'like', 'put', 'sunscreen', 'think', 'need', 'retinol', 'use', 'night', '.']"
for a product that has retinol in the title retinol is the second to last ingredient. theres probably no retinol at all in this one. again  its totally fine if you have an ingredient low i mean its not great but its fine but then calling your product that ingredient in the title.thats kind of shady. the serum otherwise feels like just a generic serum. slightly plumping and hydrating. anti aging but no retinol percentages,product retinol title retinol second last ingredient . theres probably no retinol one . totally fine ingredient low mean not great fine calling product ingredient title.thats kind shady . serum otherwise feels like generic serum . slightly plumping hydrating . anti aging no retinol percentages,"['product', 'retinol', 'title', 'retinol', 'second', 'last', 'ingredient', '.', 'theres', 'probably', 'no', 'retinol', 'one', '.', 'totally', 'fine', 'ingredient', 'low', 'mean', 'not', 'great', 'fine', 'calling', 'product', 'ingredient', 'title.thats', 'kind', 'shady', '.', 'serum', 'otherwise', 'feels', 'like', 'generic', 'serum', '.', 'slightly', 'plumping', 'hydrating', '.', 'anti', 'aging', 'no', 'retinol', 'percentages']"
this serum has an old lady perfumelike scent i cant get past it and dont recommend it for anyone who may be sensitive to smells ,serum old lady perfumelike scent cant get past dont recommend anyone may sensitive smells,"['serum', 'old', 'lady', 'perfumelike', 'scent', 'cant', 'get', 'past', 'dont', 'recommend', 'anyone', 'may', 'sensitive', 'smells']"
this serum feels luxurious and smoothing on application and it absorbs well in my skin leaving it feeling soft and smooth. i cant say ive noticed a huge difference in the look of my fine lines but it does leave my face feeling moisturized and seems to last well. ,serum feels luxurious smoothing application absorbs well skin leaving feeling soft smooth . cant say ive noticed huge difference look fine lines leave face feeling moisturized seems last well .,"['serum', 'feels', 'luxurious', 'smoothing', 'application', 'absorbs', 'well', 'skin', 'leaving', 'feeling', 'soft', 'smooth', '.', 'cant', 'say', 'ive', 'noticed', 'huge', 'difference', 'look', 'fine', 'lines', 'leave', 'face', 'feeling', 'moisturized', 'seems', 'last', 'well', '.']"
i love this product and it seems to be working for me. it comes in an excellent pump bottle that dispenses perfectly the right amount of product. the serum is milky white and creamy. it goes on smooth as butter and smells fabulous i use it mostly at night time and it keeps my skin hydrated and moisturized even in the morning. it has a ton of anti aging stuff in it and though i did not yet experience any change in my fine line and wrinkles it did work great as a good hydrating moisturizer. it is very light weight and is not too greasy. it does sit on the skin for some time upon application but since i use it at night i have never had any issues with it. so far loving it,love product seems working . comes excellent pump bottle dispenses perfectly right amount product . serum milky white creamy . goes smooth butter smells fabulous use mostly night time keeps skin hydrated moisturized even morning . ton anti aging stuff though not yet experience change fine line wrinkles work great good hydrating moisturizer . light weight not greasy . sit skin time upon application since use night never issues . far loving,"['love', 'product', 'seems', 'working', '.', 'comes', 'excellent', 'pump', 'bottle', 'dispenses', 'perfectly', 'right', 'amount', 'product', '.', 'serum', 'milky', 'white', 'creamy', '.', 'goes', 'smooth', 'butter', 'smells', 'fabulous', 'use', 'mostly', 'night', 'time', 'keeps', 'skin', 'hydrated', 'moisturized', 'even', 'morning', '.', 'ton', 'anti', 'aging', 'stuff', 'though', 'not', 'yet', 'experience', 'change', 'fine', 'line', 'wrinkles', 'work', 'great', 'good', 'hydrating', 'moisturizer', '.', 'light', 'weight', 'not', 'greasy', '.', 'sit', 'skin', 'time', 'upon', 'application', 'since', 'use', 'night', 'never', 'issues', '.', 'far', 'loving']"
this serum is a game changer for me and i feel like i have to share my secret with my lovely readers. ive always battled with fine lines and wrinkles and although not a fan of the jar this was such a game changer when applied twice daily for two weeks. it now has a certain glow and texture that makes it appear to be much healthier and considerably younger. the hyaluronic acid helps to lock moisture into the skin while the retinol of the nighttime formula assists in the skin tone to become brighter. it really does go a long way and it actually blends well with makeup without causing it to pill. i also like that its not oily and doesnt leave my skin feeling greasy or sticky it dries very fast. by todays standard of food costs this is fantastic value for money especially as the ingredients are of such high quality. i will surely buy it again when i finish using it or when it gets finished from my side i would order it again. ,serum game changer feel like share secret lovely readers . ive always battled fine lines wrinkles although not fan jar game changer applied twice daily two weeks . certain glow texture makes appear much healthier considerably younger . hyaluronic acid helps lock moisture skin retinol nighttime formula assists skin tone become brighter . really go long way actually blends well makeup without causing pill . also like not oily doesnt leave skin feeling greasy sticky dries fast . todays standard food costs fantastic value money especially ingredients high quality . surely buy finish using gets finished side would order .,"['serum', 'game', 'changer', 'feel', 'like', 'share', 'secret', 'lovely', 'readers', '.', 'ive', 'always', 'battled', 'fine', 'lines', 'wrinkles', 'although', 'not', 'fan', 'jar', 'game', 'changer', 'applied', 'twice', 'daily', 'two', 'weeks', '.', 'certain', 'glow', 'texture', 'makes', 'appear', 'much', 'healthier', 'considerably', 'younger', '.', 'hyaluronic', 'acid', 'helps', 'lock', 'moisture', 'skin', 'retinol', 'nighttime', 'formula', 'assists', 'skin', 'tone', 'become', 'brighter', '.', 'really', 'go', 'long', 'way', 'actually', 'blends', 'well', 'makeup', 'without', 'causing', 'pill', '.', 'also', 'like', 'not', 'oily', 'doesnt', 'leave', 'skin', 'feeling', 'greasy', 'sticky', 'dries', 'fast', '.', 'todays', 'standard', 'food', 'costs', 'fantastic', 'value', 'money', 'especially', 'ingredients', 'high', 'quality', '.', 'surely', 'buy', 'finish', 'using', 'gets', 'finished', 'side', 'would', 'order', '.']"
first thing i notice was the smell.  its a pleasant smell but not overpowering.it does seem to be pretty good at hydrating my face.  this feels like the biggest benefit of it.  it goes on smooth not clumpy and soaks up well.  im not sure about the anti ageing properties but i do overall like the feel of it on the skin.  it gives my face a nice bit of shine. smells and feels good,first thing notice smell . pleasant smell not overpowering.it seem pretty good hydrating face . feels like biggest benefit . goes smooth not clumpy soaks well . im not sure anti ageing properties overall like feel skin . gives face nice bit shine . smells feels good,"['first', 'thing', 'notice', 'smell', '.', 'pleasant', 'smell', 'not', 'overpowering.it', 'seem', 'pretty', 'good', 'hydrating', 'face', '.', 'feels', 'like', 'biggest', 'benefit', '.', 'goes', 'smooth', 'not', 'clumpy', 'soaks', 'well', '.', 'im', 'not', 'sure', 'anti', 'ageing', 'properties', 'overall', 'like', 'feel', 'skin', '.', 'gives', 'face', 'nice', 'bit', 'shine', '.', 'smells', 'feels', 'good']"
i have been an esthetician  for 25 years and any brand of  glycolic  acid used properly works on any type of skin.it just so happens  that it skincare products are awesome.  i have used this acid for 30 yrs. i am 80  12 yrs old and i have beautiful skin .no one believes that i am not in my late 50s with smooth and wrinkle free skin. it takes awesome products and a follow through of taking care of ones skin. it glycolic acid works,esthetician 25 years brand glycolic acid used properly works type skin.it happens skincare products awesome . used acid 30 yrs . 80 12 yrs old beautiful skin .no one believes not late 50s smooth wrinkle free skin . takes awesome products follow taking care ones skin . glycolic acid works,"['esthetician', '25', 'years', 'brand', 'glycolic', 'acid', 'used', 'properly', 'works', 'type', 'skin.it', 'happens', 'skincare', 'products', 'awesome', '.', 'used', 'acid', '30', 'yrs', '.', '80', '12', 'yrs', 'old', 'beautiful', 'skin', '.no', 'one', 'believes', 'not', 'late', '50s', 'smooth', 'wrinkle', 'free', 'skin', '.', 'takes', 'awesome', 'products', 'follow', 'taking', 'care', 'ones', 'skin', '.', 'glycolic', 'acid', 'works']"
the product doesnt work. ,product doesnt work .,"['product', 'doesnt', 'work', '.']"
i really like its cosmetics brand and i have bought this 2x. once not on sale and the second on a prime day deal. it makes my skin feel nice but i havent visibly notice a difference in my more pore size. if your going to try it wait for it to go on sale. its not sticky absorbs nicely and goes on nicely im just not seeing results. ,really like cosmetics brand bought 2x . not sale second prime day deal . makes skin feel nice havent visibly notice difference pore size . going try wait go sale . not sticky absorbs nicely goes nicely im not seeing results .,"['really', 'like', 'cosmetics', 'brand', 'bought', '2x', '.', 'not', 'sale', 'second', 'prime', 'day', 'deal', '.', 'makes', 'skin', 'feel', 'nice', 'havent', 'visibly', 'notice', 'difference', 'pore', 'size', '.', 'going', 'try', 'wait', 'go', 'sale', '.', 'not', 'sticky', 'absorbs', 'nicely', 'goes', 'nicely', 'im', 'not', 'seeing', 'results', '.']"
another a product from dr. sandra lee. use this regularly and your pores seem to not be as noticeable. skin seems smoother. ,another product dr. sandra lee . use regularly pores seem not noticeable . skin seems smoother .,"['another', 'product', 'dr.', 'sandra', 'lee', '.', 'use', 'regularly', 'pores', 'seem', 'not', 'noticeable', '.', 'skin', 'seems', 'smoother', '.']"
