review,clean_review,tokens
finally an awesome simple moisturizer for my hands that works. absorbs quickly no lingering smell of any kind  keeps hands moisturized for a long time. i love cetaphil. i went on an all natural kick and i gotta say.some of that stuff is not that great mostly they smell horrendous id rather risk a problem with potentially harmful ingredients verses a massive headache everyday. this has a few questionable ingredients but nowhere near as many as other lotions and it works. so this plain ol girl recommends this lotion hands down. ,finally awesome simple moisturizer hands works . absorbs quickly no lingering smell kind keeps hands moisturized long time . love cetaphil . went natural kick got ta say.some stuff not great mostly smell horrendous id rather risk problem potentially harmful ingredients verses massive headache everyday . questionable ingredients nowhere near many lotions works . plain ol girl recommends lotion hands .,"['finally', 'awesome', 'simple', 'moisturizer', 'hands', 'works', '.', 'absorbs', 'quickly', 'no', 'lingering', 'smell', 'kind', 'keeps', 'hands', 'moisturized', 'long', 'time', '.', 'love', 'cetaphil', '.', 'went', 'natural', 'kick', 'got', 'ta', 'say.some', 'stuff', 'not', 'great', 'mostly', 'smell', 'horrendous', 'id', 'rather', 'risk', 'problem', 'potentially', 'harmful', 'ingredients', 'verses', 'massive', 'headache', 'everyday', '.', 'questionable', 'ingredients', 'nowhere', 'near', 'many', 'lotions', 'works', '.', 'plain', 'ol', 'girl', 'recommends', 'lotion', 'hands', '.']"
bought these for my 8 year daughter and there it works wonderful. it keeps her skin moist from in the mornings until she gets home from school in the evenings i will be buying more. perfect for my daughter skin,bought 8 year daughter works wonderful . keeps skin moist mornings gets home school evenings buying . perfect daughter skin,"['bought', '8', 'year', 'daughter', 'works', 'wonderful', '.', 'keeps', 'skin', 'moist', 'mornings', 'gets', 'home', 'school', 'evenings', 'buying', '.', 'perfect', 'daughter', 'skin']"
this is a favorite basic product of mine. i think it is great for sensitive oily skin. no greasy aftermath and it actually works really really well as a makeup primer in my option. however i dont think those with maturedry skin would benefit from this formation. ,favorite basic product mine . think great sensitive oily skin . no greasy aftermath actually works really really well makeup primer option . however dont think maturedry skin would benefit formation .,"['favorite', 'basic', 'product', 'mine', '.', 'think', 'great', 'sensitive', 'oily', 'skin', '.', 'no', 'greasy', 'aftermath', 'actually', 'works', 'really', 'really', 'well', 'makeup', 'primer', 'option', '.', 'however', 'dont', 'think', 'maturedry', 'skin', 'would', 'benefit', 'formation', '.']"
i wanted an everyday moisturizer for when im at home or not necessarily worried about spf.  this is it.  it makes your skin feel incredibly soft and super moisturized. totally nongreasy and lightweight. a little goes a long way and its long lasting worth the  a new staple in my skincare. ,wanted everyday moisturizer im home not necessarily worried spf . . makes skin feel incredibly soft super moisturized . totally nongreasy lightweight . little goes long way long lasting worth new staple skincare .,"['wanted', 'everyday', 'moisturizer', 'im', 'home', 'not', 'necessarily', 'worried', 'spf', '.', '.', 'makes', 'skin', 'feel', 'incredibly', 'soft', 'super', 'moisturized', '.', 'totally', 'nongreasy', 'lightweight', '.', 'little', 'goes', 'long', 'way', 'long', 'lasting', 'worth', 'new', 'staple', 'skincare', '.']"
this moisturizer has helped so much. i use this in conjunction with cerave foaming cleanser and acne cleanser since i was diagnosed with rosacea a couple years ago and this is the only moisturizer i can really use now. all other moisturizers feel like they burn but not this one. this one is cooling and makes my face buttery soft. put it on a little after your shower or after washing your face pretty much when your face still has water soaked in and it will absorb the moisturizer better to lock it in. ,moisturizer helped much . use conjunction cerave foaming cleanser acne cleanser since diagnosed rosacea couple years ago moisturizer really use . moisturizers feel like burn not one . one cooling makes face buttery soft . put little shower washing face pretty much face still water soaked absorb moisturizer better lock .,"['moisturizer', 'helped', 'much', '.', 'use', 'conjunction', 'cerave', 'foaming', 'cleanser', 'acne', 'cleanser', 'since', 'diagnosed', 'rosacea', 'couple', 'years', 'ago', 'moisturizer', 'really', 'use', '.', 'moisturizers', 'feel', 'like', 'burn', 'not', 'one', '.', 'one', 'cooling', 'makes', 'face', 'buttery', 'soft', '.', 'put', 'little', 'shower', 'washing', 'face', 'pretty', 'much', 'face', 'still', 'water', 'soaked', 'absorb', 'moisturizer', 'better', 'lock', '.']"
the gel like texture makes it very easy to apply. you can take it all the way up to the eyeliner with no irritation. very soothing. great for sensitive skin.,gel like texture makes easy apply . take way eyeliner no irritation . soothing . great sensitive skin .,"['gel', 'like', 'texture', 'makes', 'easy', 'apply', '.', 'take', 'way', 'eyeliner', 'no', 'irritation', '.', 'soothing', '.', 'great', 'sensitive', 'skin', '.']"
this is one of my top three favorite facial moisturizers. it has a luscious texture doesnt have any fragrance and leaves my skin soft without being shiny. so why did i rate it only 3 stars because the packaging is so egregiously wasteful it infuriates me. they made the outer box big enough to fit two jars but it comes with one jar held in place by more cardboard so it doesnt rattle around. and the jar is the absolute worst. i have posted some images of a side by side comparison with another facial moisturizer so you can see for yourself. the aveeno jar is larger but holds less product than the other brand. aveeno 1.7 oz in a 2.5 diameter plastic jar 11.10 oz at time of this review mad hippie 2.1 oz in a 2.125 diameter glass jar 13.33oz at time of this review the aveeno jar has a double wall creating the illusion that it is a much bigger amount of product. it is a shameful waste of material and even though i love the moisturizer it makes me so mad that i frequently go to other brands that have less wasteful packaging practices. if it wasnt for the packaging this moisturizer would definitely be 4 stars or even 5 for me but i just cannot abide by companies using resources in such a careless and disingenuous way. it is irresponsible and unnecessary. wonderful moisturizer shamefully wasteful packaging,one top three favorite facial moisturizers . luscious texture doesnt fragrance leaves skin soft without shiny . rate 3 stars packaging egregiously wasteful infuriates . made outer box big enough fit two jars comes one jar held place cardboard doesnt rattle around . jar absolute worst . posted images side side comparison another facial moisturizer see . aveeno jar larger holds less product brand . aveeno 1.7 oz 2.5 diameter plastic jar 11.10 oz time review mad hippie 2.1 oz 2.125 diameter glass jar 13.33oz time review aveeno jar double wall creating illusion much bigger amount product . shameful waste material even though love moisturizer makes mad frequently go brands less wasteful packaging practices . wasnt packaging moisturizer would definitely 4 stars even 5 not abide companies using resources careless disingenuous way . irresponsible unnecessary . wonderful moisturizer shamefully wasteful packaging,"['one', 'top', 'three', 'favorite', 'facial', 'moisturizers', '.', 'luscious', 'texture', 'doesnt', 'fragrance', 'leaves', 'skin', 'soft', 'without', 'shiny', '.', 'rate', '3', 'stars', 'packaging', 'egregiously', 'wasteful', 'infuriates', '.', 'made', 'outer', 'box', 'big', 'enough', 'fit', 'two', 'jars', 'comes', 'one', 'jar', 'held', 'place', 'cardboard', 'doesnt', 'rattle', 'around', '.', 'jar', 'absolute', 'worst', '.', 'posted', 'images', 'side', 'side', 'comparison', 'another', 'facial', 'moisturizer', 'see', '.', 'aveeno', 'jar', 'larger', 'holds', 'less', 'product', 'brand', '.', 'aveeno', '1.7', 'oz', '2.5', 'diameter', 'plastic', 'jar', '11.10', 'oz', 'time', 'review', 'mad', 'hippie', '2.1', 'oz', '2.125', 'diameter', 'glass', 'jar', '13.33oz', 'time', 'review', 'aveeno', 'jar', 'double', 'wall', 'creating', 'illusion', 'much', 'bigger', 'amount', 'product', '.', 'shameful', 'waste', 'material', 'even', 'though', 'love', 'moisturizer', 'makes', 'mad', 'frequently', 'go', 'brands', 'less', 'wasteful', 'packaging', 'practices', '.', 'wasnt', 'packaging', 'moisturizer', 'would', 'definitely', '4', 'stars', 'even', '5', 'not', 'abide', 'companies', 'using', 'resources', 'careless', 'disingenuous', 'way', '.', 'irresponsible', 'unnecessary', '.', 'wonderful', 'moisturizer', 'shamefully', 'wasteful', 'packaging']"
makes my skin feel great it worksand smells wonderful. just the right texture goes into my skin very nice. lasts a good while. ,makes skin feel great worksand smells wonderful . right texture goes skin nice . lasts good .,"['makes', 'skin', 'feel', 'great', 'worksand', 'smells', 'wonderful', '.', 'right', 'texture', 'goes', 'skin', 'nice', '.', 'lasts', 'good', '.']"
nothing beats this original scent  sweet and subtle and all day moisture. the pump is a plus best smelling long lasting moisture,nothing beats original scent sweet subtle day moisture . pump plus best smelling long lasting moisture,"['nothing', 'beats', 'original', 'scent', 'sweet', 'subtle', 'day', 'moisture', '.', 'pump', 'plus', 'best', 'smelling', 'long', 'lasting', 'moisture']"
this is my favorite moisturizer for everyday use. has a light but pleasant smell and absorbs quickly. the pump is sturdy and a good quality which makes it easy to use. leaves your skin soft and not greasy. ,favorite moisturizer everyday use . light pleasant smell absorbs quickly . pump sturdy good quality makes easy use . leaves skin soft not greasy .,"['favorite', 'moisturizer', 'everyday', 'use', '.', 'light', 'pleasant', 'smell', 'absorbs', 'quickly', '.', 'pump', 'sturdy', 'good', 'quality', 'makes', 'easy', 'use', '.', 'leaves', 'skin', 'soft', 'not', 'greasy', '.']"
this jergens lotion was a gift for my granddaughters and for dry and ashy body and how it smells so good lotion for dry skin,jergens lotion gift granddaughters dry ashy body smells good lotion dry skin,"['jergens', 'lotion', 'gift', 'granddaughters', 'dry', 'ashy', 'body', 'smells', 'good', 'lotion', 'dry', 'skin']"
love the product. i had lotion all over the inside of package. the bottle has a pump and was not secured. i blame amazons person who packed it. ,love product . lotion inside package . bottle pump not secured . blame amazons person packed .,"['love', 'product', '.', 'lotion', 'inside', 'package', '.', 'bottle', 'pump', 'not', 'secured', '.', 'blame', 'amazons', 'person', 'packed', '.']"
product is wonderful.  smells nice and not greasy. ,product wonderful . smells nice not greasy .,"['product', 'wonderful', '.', 'smells', 'nice', 'not', 'greasy', '.']"
omg the smelll.jergens skin firming body lotion has become my goto solution for combating extra dry skin and its nothing short of fantastic. the inclusion of collagen and elastin in its formula makes it a powerhouse for skin tightening leaving my skin noticeably firmer and more resilient.the hydralucence blend is a gamechanger providing deep hydration that lasts throughout the day without feeling greasy. it effortlessly tackles dryness leaving my skin feeling silkysmooth and rejuvenated.what sets this lotion apart is its subtle yet delightful scent making the application a sensory treat. the lightweight texture absorbs quickly saving me from that sticky feeling associated with some other moisturizers.ive noticed a visible improvement in my skins elasticity since incorporating this lotion into my daily routine. its a reliable ally in the battle against dryness and i highly recommend jergens skin firming body lotion for those seeking both hydration and skintightening benefits. ,omg smelll.jergens skin firming body lotion become goto solution combating extra dry skin nothing short fantastic . inclusion collagen elastin formula makes powerhouse skin tightening leaving skin noticeably firmer resilient.the hydralucence blend gamechanger providing deep hydration lasts throughout day without feeling greasy . effortlessly tackles dryness leaving skin feeling silkysmooth rejuvenated.what sets lotion apart subtle yet delightful scent making application sensory treat . lightweight texture absorbs quickly saving sticky feeling associated moisturizers.ive noticed visible improvement skins elasticity since incorporating lotion daily routine . reliable ally battle dryness highly recommend jergens skin firming body lotion seeking hydration skintightening benefits .,"['omg', 'smelll.jergens', 'skin', 'firming', 'body', 'lotion', 'become', 'goto', 'solution', 'combating', 'extra', 'dry', 'skin', 'nothing', 'short', 'fantastic', '.', 'inclusion', 'collagen', 'elastin', 'formula', 'makes', 'powerhouse', 'skin', 'tightening', 'leaving', 'skin', 'noticeably', 'firmer', 'resilient.the', 'hydralucence', 'blend', 'gamechanger', 'providing', 'deep', 'hydration', 'lasts', 'throughout', 'day', 'without', 'feeling', 'greasy', '.', 'effortlessly', 'tackles', 'dryness', 'leaving', 'skin', 'feeling', 'silkysmooth', 'rejuvenated.what', 'sets', 'lotion', 'apart', 'subtle', 'yet', 'delightful', 'scent', 'making', 'application', 'sensory', 'treat', '.', 'lightweight', 'texture', 'absorbs', 'quickly', 'saving', 'sticky', 'feeling', 'associated', 'moisturizers.ive', 'noticed', 'visible', 'improvement', 'skins', 'elasticity', 'since', 'incorporating', 'lotion', 'daily', 'routine', '.', 'reliable', 'ally', 'battle', 'dryness', 'highly', 'recommend', 'jergens', 'skin', 'firming', 'body', 'lotion', 'seeking', 'hydration', 'skintightening', 'benefits', '.']"
first off. a great deal for the price saw a change in my skin within a week. it moisturizes quick and it doesnt leave skin oily. the fragrance is very subtle which i appreciated. having sensitive skin is no problem either. i highly recommend this lotion for anyday every day use. ,first . great deal price saw change skin within week . moisturizes quick doesnt leave skin oily . fragrance subtle appreciated . sensitive skin no problem either . highly recommend lotion anyday every day use .,"['first', '.', 'great', 'deal', 'price', 'saw', 'change', 'skin', 'within', 'week', '.', 'moisturizes', 'quick', 'doesnt', 'leave', 'skin', 'oily', '.', 'fragrance', 'subtle', 'appreciated', '.', 'sensitive', 'skin', 'no', 'problem', 'either', '.', 'highly', 'recommend', 'lotion', 'anyday', 'every', 'day', 'use', '.']"
it is not greasy or sticky. makes skin feel soft and silky soft and silky skin,not greasy sticky . makes skin feel soft silky soft silky skin,"['not', 'greasy', 'sticky', '.', 'makes', 'skin', 'feel', 'soft', 'silky', 'soft', 'silky', 'skin']"
i am not sure this cream actually forms but it has a nice consistency and i love the scent. ,not sure cream actually forms nice consistency love scent .,"['not', 'sure', 'cream', 'actually', 'forms', 'nice', 'consistency', 'love', 'scent', '.']"
good productfeels so creamy ,good productfeels creamy,"['good', 'productfeels', 'creamy']"
i decided to keep this one and not use it as a gift because it arrived opened  and the lotion was spilling.  i do however enjoy the fragrance.  i ordered two but can only use one for a gift. ,decided keep one not use gift arrived opened lotion spilling . however enjoy fragrance . ordered two use one gift .,"['decided', 'keep', 'one', 'not', 'use', 'gift', 'arrived', 'opened', 'lotion', 'spilling', '.', 'however', 'enjoy', 'fragrance', '.', 'ordered', 'two', 'use', 'one', 'gift', '.']"
great lotion for your skin as you age. truly recognizable results even with one time use. nice smooth thick and great smelling lotion. id give 10 stars for this gold bond lotion. you will see results,great lotion skin age . truly recognizable results even one time use . nice smooth thick great smelling lotion . id give 10 stars gold bond lotion . see results,"['great', 'lotion', 'skin', 'age', '.', 'truly', 'recognizable', 'results', 'even', 'one', 'time', 'use', '.', 'nice', 'smooth', 'thick', 'great', 'smelling', 'lotion', '.', 'id', 'give', '10', 'stars', 'gold', 'bond', 'lotion', '.', 'see', 'results']"
this cream glides on smooth and really soaks in leaving skin soft and silky. i think if i use it regularly it will reduce crepe skin look. absorbes fast leaving skin soft,cream glides smooth really soaks leaving skin soft silky . think use regularly reduce crepe skin look . absorbes fast leaving skin soft,"['cream', 'glides', 'smooth', 'really', 'soaks', 'leaving', 'skin', 'soft', 'silky', '.', 'think', 'use', 'regularly', 'reduce', 'crepe', 'skin', 'look', '.', 'absorbes', 'fast', 'leaving', 'skin', 'soft']"
i wanted this to work. but the truth is it did absolutely nothing for the crepey skin on my arms. i will probably buy it again just because the moisturizing properties are that good. i put it on at night and in the morning you can still feel the moisture in your skin. but my crepe is still there noticeable as ever. i love that it is unscented too so there is nothing to compete with whatever fragrance you wear. doesnt work but its a great moisturizer.,wanted work . truth absolutely nothing crepey skin arms . probably buy moisturizing properties good . put night morning still feel moisture skin . crepe still noticeable ever . love unscented nothing compete whatever fragrance wear . doesnt work great moisturizer .,"['wanted', 'work', '.', 'truth', 'absolutely', 'nothing', 'crepey', 'skin', 'arms', '.', 'probably', 'buy', 'moisturizing', 'properties', 'good', '.', 'put', 'night', 'morning', 'still', 'feel', 'moisture', 'skin', '.', 'crepe', 'still', 'noticeable', 'ever', '.', 'love', 'unscented', 'nothing', 'compete', 'whatever', 'fragrance', 'wear', '.', 'doesnt', 'work', 'great', 'moisturizer', '.']"
 nice product and works well.,nice product works well .,"['nice', 'product', 'works', 'well', '.']"
this lotion does the job to moisturize your skin.slather this on everywhere after showering and you will notice the difference. no residue. this moisturizes my neck where the skin is thin and crepey. will purchase again ,lotion job moisturize skin.slather everywhere showering notice difference . no residue . moisturizes neck skin thin crepey . purchase,"['lotion', 'job', 'moisturize', 'skin.slather', 'everywhere', 'showering', 'notice', 'difference', '.', 'no', 'residue', '.', 'moisturizes', 'neck', 'skin', 'thin', 'crepey', '.', 'purchase']"
ive brought this frequently and its my favorite lotion but the latest purchas of 2 bottles co ntained one with no pump whatsoever it was broken off but not even in the box. if a person packed this they would have seen it. will have to swap out the one working pump when the first bottle is gone. wouldnt have worked if they werent both for me lotion is great but recieved with no pump,ive brought frequently favorite lotion latest purchas 2 bottles co ntained one no pump whatsoever broken not even box . person packed would seen . swap one working pump first bottle gone . wouldnt worked werent lotion great recieved no pump,"['ive', 'brought', 'frequently', 'favorite', 'lotion', 'latest', 'purchas', '2', 'bottles', 'co', 'ntained', 'one', 'no', 'pump', 'whatsoever', 'broken', 'not', 'even', 'box', '.', 'person', 'packed', 'would', 'seen', '.', 'swap', 'one', 'working', 'pump', 'first', 'bottle', 'gone', '.', 'wouldnt', 'worked', 'werent', 'lotion', 'great', 'recieved', 'no', 'pump']"
the cetaphil hydrating moisturizing cream for dry to very dry skin is a great option for those needing deep hydration and relief from tightness and flakiness. its nongreasy yet rich formula works well on both the face and body providing longlasting moisture without causing irritation or breakouts. this cream is particularly useful for sensitive skin due to its fragrancefree hypoallergenic formulation and the large size makes it a costeffective choice for daily use. while it may be too rich for those with oily skin it is a fantastic solution for maintaining soft healthy and hydrated skin for dry skin types. designed to deeply hydrate and soothe dry to very dry sensitive skin.,cetaphil hydrating moisturizing cream dry dry skin great option needing deep hydration relief tightness flakiness . nongreasy yet rich formula works well face body providing longlasting moisture without causing irritation breakouts . cream particularly useful sensitive skin due fragrancefree hypoallergenic formulation large size makes costeffective choice daily use . may rich oily skin fantastic solution maintaining soft healthy hydrated skin dry skin types . designed deeply hydrate soothe dry dry sensitive skin .,"['cetaphil', 'hydrating', 'moisturizing', 'cream', 'dry', 'dry', 'skin', 'great', 'option', 'needing', 'deep', 'hydration', 'relief', 'tightness', 'flakiness', '.', 'nongreasy', 'yet', 'rich', 'formula', 'works', 'well', 'face', 'body', 'providing', 'longlasting', 'moisture', 'without', 'causing', 'irritation', 'breakouts', '.', 'cream', 'particularly', 'useful', 'sensitive', 'skin', 'due', 'fragrancefree', 'hypoallergenic', 'formulation', 'large', 'size', 'makes', 'costeffective', 'choice', 'daily', 'use', '.', 'may', 'rich', 'oily', 'skin', 'fantastic', 'solution', 'maintaining', 'soft', 'healthy', 'hydrated', 'skin', 'dry', 'skin', 'types', '.', 'designed', 'deeply', 'hydrate', 'soothe', 'dry', 'dry', 'sensitive', 'skin', '.']"
non greasy keeps my skin hydrated soft and agreeable. 12 the price of some of the others one of the most popular and i found out why,non greasy keeps skin hydrated soft agreeable . 12 price others one popular found,"['non', 'greasy', 'keeps', 'skin', 'hydrated', 'soft', 'agreeable', '.', '12', 'price', 'others', 'one', 'popular', 'found']"
this is a thick luxurious cream perfect for all over body skin care and extra tlc on elbows etc. it feels divine on dry winter skin. my skin gulped up the moisture and stayed hydrated for quite some time effective. ,thick luxurious cream perfect body skin care extra tlc elbows etc . feels divine dry winter skin . skin gulped moisture stayed hydrated quite time effective .,"['thick', 'luxurious', 'cream', 'perfect', 'body', 'skin', 'care', 'extra', 'tlc', 'elbows', 'etc', '.', 'feels', 'divine', 'dry', 'winter', 'skin', '.', 'skin', 'gulped', 'moisture', 'stayed', 'hydrated', 'quite', 'time', 'effective', '.']"
i am older and have very dry skin.or i did until i started applying eos lotion and cetaphil cream on top once or twice a day. my moisture barrier is much better and my skin feels silky again. this combination worked better than anything ive tried in almost sixty years. dont skip the eos. dermatologist recommended applying on top of other lotion,older dry skin.or started applying eos lotion cetaphil cream top twice day . moisture barrier much better skin feels silky . combination worked better anything ive tried almost sixty years . dont skip eos . dermatologist recommended applying top lotion,"['older', 'dry', 'skin.or', 'started', 'applying', 'eos', 'lotion', 'cetaphil', 'cream', 'top', 'twice', 'day', '.', 'moisture', 'barrier', 'much', 'better', 'skin', 'feels', 'silky', '.', 'combination', 'worked', 'better', 'anything', 'ive', 'tried', 'almost', 'sixty', 'years', '.', 'dont', 'skip', 'eos', '.', 'dermatologist', 'recommended', 'applying', 'top', 'lotion']"
this is one of the best moisturizers out there and my go to for winter months when my skin gets dry. this is a great pack for the price and love that i can put it on subscribe and save and forget about it. one of the best moisturizers out there,one best moisturizers go winter months skin gets dry . great pack price love put subscribe save forget . one best moisturizers,"['one', 'best', 'moisturizers', 'go', 'winter', 'months', 'skin', 'gets', 'dry', '.', 'great', 'pack', 'price', 'love', 'put', 'subscribe', 'save', 'forget', '.', 'one', 'best', 'moisturizers']"
